fid,gid,emd_cd,emd_nm_k,emd_nm_e,sgg_cd,sgg_nm_k,sgg_nm_e,sido_cd,sido_nm_k,sido_nm_e,value,stats_year,raw_d_year,NUMPOINTS,CHARGING,공연시설_공연시설접근성,공시지가_공시지가,도서관_도서관접근성,병원_병원접근성,보건기관_보건기관접근성,생활권공원_생활권공원 접근성,소방서_소방서접근성,인구_인구,주제공원_주제공원접근성,주차장_주차장접근성,체육시설__체육시설접근성,초등학교_초등학교접근성
"116",다라26ba69ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.029,"2022","202303",0,0,2.258,3662.96,2.635,3.88,2.893,2.929,2.128,,2.811,2.014,1.509,2.887
"117",다라26aa67ab,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.485,"2022","202303",0,0,6.026,8106.63,3.11,8.814,2.731,2.626,2.616,,4.766,2.61,1.758,3.673
"118",다라25ba68bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.731,"2022","202303",0,0,3.054,11547.14,2.83,5.396,4.336,4.213,3.644,0,3.473,3.028,3.026,3.672
"119",다라25ab68bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.461,"2022","202303",0,0,3.506,13188.01,3.92,5.245,5.005,5.041,4.458,,4.523,3.693,3.759,4.507
"120",다라26ab67bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.438,"2022","202303",0,0,1.76,8907.15,1.537,6.363,3.043,2.92,3.008,,2.179,1.7,1.75,2.378
"121",다라26ab68bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.528,"2022","202303",0,0,0.572,4044.72,1.863,6.657,3.369,3.214,3.335,,2.473,2.026,2.076,2.704
"122",다라25aa68ab,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.889,"2022","202303",0,0,2.984,24422.16,3.397,5.822,4.622,4.518,4.588,0,4.087,3.171,3.237,3.985
"123",다라27ba69bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.841,"2022","202303",0,0,2.096,8896.51,2.379,3.624,2.637,2.672,1.872,,2.554,1.851,3.414,2.631
"124",다라25bb69aa,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.021,"2022","202303",0,0,3.343,17644.9,3.12,4.974,3.987,4.023,3.222,0,3.762,3.108,2.603,3.961
"125",다라25bb68ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.64,"2022","202303",0,0,2.962,5715.08,2.739,5.598,4.245,4.122,3.846,,3.382,2.936,3.098,3.58
"126",다라25ab68ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.305,"2022","202303",0,0,3.35,3229.2,3.764,5.569,4.988,4.885,4.782,,4.454,3.537,3.603,4.351
"127",다라25aa68ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.073,"2022","202303",0,0,3.167,18058.19,3.581,5.554,4.806,4.702,4.768,,4.271,3.355,3.421,4.169
"128",다라26aa69ab,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.389,"2022","202303",0,0,3.424,16299.31,3.488,5.045,4.059,4.094,3.293,8,3.976,3.179,2.675,4.052
"129",다라25ba68ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.491,"2022","202303",0,0,2.813,20444.01,2.59,5.508,4.096,3.973,3.755,0,3.232,2.787,2.949,3.431
"130",다라27ab69ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.21,"2022","202303",0,0,1.439,9015.99,2.06,3.305,2.318,1.762,1.553,,1.818,1.194,0.69,2.312
"131",다라25ba68aa,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.557,"2022","202303",0,0,3.327,11120.98,2.564,6.673,3.788,3.684,3.753,,3.254,2.337,2.403,3.151
"132",다라26bb69aa,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.608,"2022","202303",0,0,2.567,10770.94,2.944,4.189,3.202,3.237,2.436,,3.119,2.322,1.818,3.196
"133",다라25ab69ab,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.854,"2022","202303",0,0,3.899,19926.55,4.312,4.716,4.476,4.731,3.929,,3.995,3.816,3.311,4.806
"134",다라25bb69ab,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.38,"2022","202303",0,0,3.558,6163.25,3.479,5.18,4.193,4.229,3.427,,4.11,3.314,2.809,4.187
"135",다라26ba69ab,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.359,"2022","202303",0,0,2.587,11816.84,2.964,4.209,3.222,3.258,2.456,,3.14,2.343,1.838,3.216
"136",다라25aa68bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.695,"2022","202303",0,0,3.789,9641.38,4.203,5.298,5.058,5.324,4.512,0,4.577,3.977,3.894,4.791
"137",다라25ab69ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.959,"2022","202303",0,0,3.946,3719.06,4.577,4.602,4.362,4.617,3.815,,3.881,3.702,3.197,4.692
"138",다라25ba67bb,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.157,"2022","202303",0,0,9.309,7942.19,3.92,12.097,3.542,3.355,3.426,,8.05,3.647,2.569,6.617
"139",다라26ab69ba,"46170103",안창동,Anchang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.335,"2022","202303",0,0,3.564,5054.04,3.829,5.186,4.199,4.234,3.433,0,4.116,3.319,2.815,4.193
"140",다라26ba68bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.336,"2022","202303",0,0,1.38,4476.58,1.767,6.451,3.274,3.008,3.239,,2.267,1.931,1.981,2.453
"141",다라27ab69aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.593,"2022","202303",0,0,2.191,3016.81,1.766,6.449,3.272,3.006,3.238,,2.265,1.929,2.997,2.451
"142",다라26ba68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.268,"2022","202303",0,0,0.312,17614.6,1.531,6.326,3.037,2.882,3.003,0,2.141,1.694,1.744,2.372
"143",다라27ab68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.407,"2022","202303",0,1,1.364,11602.54,0.878,5.045,2.48,1.602,2.35,0,0.861,1.042,1.515,1.047
"144",다라26bb68bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.13,"2022","202303",0,0,1.175,5000,1.561,6.246,3.068,2.802,3.034,,2.061,1.725,1.775,2.248
"145",다라28aa68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.257,"2022","202303",0,0,1.396,150873.2,0.202,4.183,2.142,0.74,2.431,239,0.676,0.733,0.987,0.133
"146",다라26ab67ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.504,"2022","202303",0,0,1.812,7767.75,1.556,6.576,3.063,2.959,3.028,,2.257,1.72,1.77,2.398
"147",다라26bb68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.967,"2022","202303",0,0,1.011,57773.49,1.398,6.082,2.905,2.639,2.871,,1.898,1.562,1.612,2.084
"148",다라27bb68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.246,"2022","202303",0,2,1.673,257140.49,0.248,4.461,1.865,1.018,2.311,74,0.4,0.469,0.806,0.33
"149",다라27ba67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.095,"2022","202303",0,3,1.679,176487.14,0.647,4.86,1.447,1.343,1.412,38,0.799,0.087,0.512,0.73
"150",다라27ab68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.991,"2022","202303",0,0,1.659,25310.58,1.233,5.917,2.739,2.474,2.705,,1.733,1.396,1.446,1.919
"151",다라26ba67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.933,"2022","202303",0,0,1.255,24163.28,1.031,5.858,2.538,2.415,2.503,8,1.674,1.195,1.245,1.873
"152",다라27bb67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.384,"2022","202303",0,0,1.924,144423.54,0.499,4.711,2.116,1.269,1.612,9,0.65,0.374,0.711,0.581
"153",다라27bb68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.274,"2022","202303",0,0,1.263,34740.5,0.503,4.622,2.057,1.179,2.502,14,0.438,0.711,0.988,0.624
"154",다라27aa68bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.249,"2022","202303",0,0,1.293,3533.97,1.68,6.364,3.187,2.921,3.153,,2.18,1.844,1.894,2.367
"155",다라26bb67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.853,"2022","202303",0,0,1.162,35261.97,0.906,5.926,2.412,2.309,2.378,18,1.607,1.069,1.119,1.748
"156",다라26bb68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.525,"2022","202303",0,0,0.569,18028.94,1.131,6.293,2.638,2.534,2.604,,2.109,1.295,1.345,2.296
"157",다라27ab67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.144,"2022","202303",0,4,1.987,123031.86,0.956,5.217,1.703,1.6,1.669,6,1.17,0.395,0.768,1.039
"158",다라27ba67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.574,"2022","202303",0,0,1.853,,0.827,5.202,1.689,1.585,1.655,,1.155,0.565,2.644,1.052
"159",다라27aa67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.459,"2022","202303",0,17,1.223,189362.32,0.43,5.531,2.018,1.914,1.984,589,1.236,0.593,0.643,1.353
"160",다라28aa67bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.623,"2022","202303",0,0,1.913,,0.624,4.701,2.648,1.258,2.071,,0.654,0.833,1.171,0.703
"161",다라26bb67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.873,"2022","202303",0,0,1.905,18119.05,0.879,5.945,2.432,2.328,2.397,17,1.898,0.839,0.889,1.767
"162",다라27ba68bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.798,"2022","202303",0,0,1.167,19770.12,1.699,4.506,3.254,1.952,2.754,,1.062,1.283,0.892,1.821
"163",다라27aa68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.945,"2022","202303",0,0,1.221,14519.63,1.186,5.87,2.693,2.427,2.659,,1.686,1.35,1.4,1.872
"164",다라26bb68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.704,"2022","202303",0,0,0.749,41546.5,0.858,5.653,2.364,2.21,2.33,10,1.469,1.022,1.071,1.7
"165",다라28ab68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.433,"2022","202303",0,0,1.558,23633.2,1.154,4.346,2.909,0.713,2.593,8,1.369,0.828,0.484,1.084
"166",다라26ab68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.374,"2022","202303",0,0,0.418,4207.3,1.709,6.504,3.215,3.06,3.181,,2.319,1.872,1.922,2.55
"167",다라27ba68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.36,"2022","202303",0,2,1.59,58007.98,0.624,4.743,2.178,1.301,2.624,38,0.56,0.833,1.213,0.746
"168",다라26ba68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.884,"2022","202303",0,0,0.928,26340.81,1.144,5.939,2.65,2.496,2.616,7,1.754,1.307,1.357,1.985
"169",다라26ba67ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.319,"2022","202303",0,0,2.351,19874.49,1.325,6.062,2.549,2.446,2.515,,2.015,1.099,1.164,1.912
"170",다라28aa68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.711,"2022","202303",0,0,1.64,112563.42,0.499,4.428,2.255,0.985,2.676,59,0.715,0.922,1.232,0.43
"171",다라27ab68bb,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.532,"2022","202303",0,0,1.912,6387.17,1.486,6.17,2.992,2.727,2.958,,1.986,1.65,1.699,2.172
"172",다라26ab68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.335,"2022","202303",0,0,0.379,14552.93,1.67,6.464,3.176,3.021,3.142,87,2.28,1.833,1.883,2.511
"173",다라27ab68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.946,"2022","202303",0,10,1.573,36651.81,1.187,5.871,2.694,2.428,2.66,0,1.687,1.351,1.401,1.873
"174",다라28ab68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.799,"2022","202303",0,0,2.155,50424.79,0.78,4.943,2.14,1.399,2.585,,0.896,1.075,0.681,0.762
"175",다라26ba68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.288,"2022","202303",0,3,0.332,36806.78,1.306,6.101,2.813,2.658,2.778,,1.917,1.47,1.52,2.148
"176",다라27ba68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.345,"2022","202303",0,0,1.685,8610.01,1.299,5.983,2.806,2.54,2.772,,1.799,1.463,1.513,1.985
"177",다라27aa68ab,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.727,"2022","202303",0,0,1.28,9483.82,0.969,5.653,2.475,2.209,2.441,0,1.468,1.132,1.182,1.655
"178",다라27aa67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.776,"2022","202303",0,17,1.807,176245.01,0.782,5.519,2.159,2.055,2.124,366,1.472,0.395,0.621,1.369
"179",다라26ab67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.487,"2022","202303",0,0,1.795,22658.93,1.54,6.559,3.046,2.942,3.011,,2.24,1.703,1.753,2.381
"180",다라27bb67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.442,"2022","202303",0,0,2.103,377995.34,0.481,5.092,1.018,0.914,0.984,0,1.045,0.213,0.644,0.942
"181",다라27ab67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.766,"2022","202303",0,0,1.798,9827.13,0.773,5.51,1.996,1.893,1.962,,1.463,0.386,0.611,1.36
"182",다라27ba68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.425,"2022","202303",0,0,1.765,6715.02,1.379,6.063,2.886,2.62,2.852,,1.879,1.543,1.593,2.065
"183",다라27aa68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.461,"2022","202303",0,0,1.189,49362.97,0.702,5.386,2.209,1.943,2.174,41,1.202,0.866,0.916,1.388
"184",다라28aa68aa,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.496,"2022","202303",0,2,1.787,113584.91,0.498,4.575,1.771,1.132,2.217,8,0.528,0.707,0.806,0.577
"185",다라26ba67ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.077,"2022","202303",0,0,1.385,30274.49,1.13,6.149,2.636,2.532,2.602,0,1.83,1.293,1.343,1.971
"186",다라27bb68ba,"46170104",삼영동,Samyeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.548,"2022","202303",0,0,0.918,21146.83,0.958,4.157,2.512,1.53,2.405,10,0.813,1.034,0.643,1.079
"187",다라28aa71ab,"46170105",교동,Gyo-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.621,"2022","202303",0,0,2.004,166264.42,0.385,1.037,0.715,1.291,1.387,37,0.234,0.188,1.56,1.127
"188",다라28aa71aa,"46170105",교동,Gyo-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.528,"2022","202303",0,0,2.211,181780.28,0.515,1.31,0.622,1.509,1.243,68,0.141,0.311,1.467,1.194
"189",다라28aa70ba,"46170105",교동,Gyo-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.298,"2022","202303",0,1,1.326,216658.88,0.596,1.714,0.854,1.022,0.637,253,0.797,0.381,1.142,0.947
"190",다라28aa70bb,"46170105",교동,Gyo-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.674,"2022","202303",0,0,1.938,182333.24,0.483,1.581,0.741,1.235,0.97,83,0.427,0.127,1.206,0.921
"191",다라28ab71ab,"46170107",산정동,Sanjeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.444,"2022","202303",0,1,2.13,297574.15,0.105,0.85,0.568,1.417,1.398,86,0.25,0.378,1.414,0.94
"192",다라28ab71ba,"46170107",산정동,Sanjeong-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.117,"2022","202303",0,0,2.244,225980.44,0.406,0.893,0.742,1.53,1.582,65,0.655,0.639,1.598,0.751
"193",다라27ab71bb,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.889,"2022","202303",0,0,2.981,21273.32,0.596,2.71,2.038,2.849,1.833,0,1.557,1.727,2.757,2.473
"194",다라26aa71bb,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,5.194,"2022","202303",0,0,5.326,920,5.371,5.982,5.742,5.997,5.195,,5.26,5.215,4.577,6.071
"195",다라26ba71ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.363,"2022","202303",0,0,3.597,1177.11,0.857,3.326,2.654,3.464,2.448,,2.173,2.343,3.373,3.088
"196",다라26bb73aa,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.093,"2022","202303",0,0,4.406,,1.506,4.136,3.463,4.273,3.258,,2.982,3.152,4.182,3.898
"197",다라26ba72aa,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.154,"2022","202303",0,0,3.558,11756.2,0.633,3.287,2.615,3.425,2.41,,2.134,2.304,3.334,3.049
"198",다라26bb72ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.652,"2022","202303",0,0,3.965,19300.01,1.065,3.695,3.022,3.832,2.817,,2.541,2.711,3.741,3.457
"199",다라25bb72ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.524,"2022","202303",0,0,5.926,635,3.001,5.656,4.984,5.795,4.778,,4.503,4.672,5.704,5.418
"200",다라27bb71ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.065,"2022","202303",0,0,2.102,20440.01,1.036,1.831,1.159,1.969,0.953,0,0.677,0.848,1.878,1.593
"201",다라26aa72ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.621,"2022","202303",0,0,5.025,973.12,2.099,4.754,4.082,4.892,3.876,,3.601,3.771,4.801,4.516
"202",다라27ba71ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.146,"2022","202303",0,0,2.493,29602.78,0.853,2.222,1.55,2.36,1.345,8,1.069,1.239,2.269,1.984
"203",다라27bb71bb,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.415,"2022","202303",0,0,1.979,11189.44,1.167,1.876,1.768,1.266,2.083,,1.287,1.241,1.638,1.228
"204",다라27aa71aa,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.412,"2022","202303",0,0,3.646,,0.906,3.375,2.703,3.513,2.497,,2.222,2.392,3.422,3.137
"205",다라27ba72aa,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.243,"2022","202303",0,0,3.335,1050,0.95,3.064,2.392,3.202,2.187,,1.911,2.081,3.111,2.827
"206",다라27aa71ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.2,"2022","202303",0,0,3.434,1351.97,0.694,3.163,2.491,3.301,2.285,,2.01,2.18,3.21,2.925
"207",다라26bb72ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.985,"2022","202303",0,0,4.389,2568.31,1.463,4.118,3.446,4.256,3.24,,2.965,3.135,4.165,3.88
"208",다라27ab70ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.675,"2022","202303",0,0,3.272,2791.38,1.694,2.304,2.064,2.982,2.737,,1.583,1.537,2.909,2.394
"209",다라26ba72bb,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.571,"2022","202303",0,0,4.974,,2.048,4.704,4.032,4.842,3.826,,3.55,3.72,4.751,4.466
"210",다라26ab72bb,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.383,"2022","202303",0,0,4.786,937.13,1.861,4.516,3.844,4.654,3.638,,3.363,3.532,4.563,4.278
"211",다라27ba70aa,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.243,"2022","202303",0,0,2.178,3200,1.752,2.997,2.01,2.045,1.244,,1.928,1.559,1.214,2.004
"212",다라27ab71ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.221,"2022","202303",0,0,2.747,5585.96,0.927,2.476,1.804,2.614,1.598,,1.323,1.493,2.523,2.238
"213",다라27ab70ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.908,"2022","202303",0,0,1.842,36855.93,1.417,2.662,1.675,1.71,0.909,0,1.592,1.224,1.218,1.669
"214",다라27ab71aa,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.243,"2022","202303",0,0,2.393,1043.32,1.216,2.012,1.339,2.088,1.245,,0.858,1.028,2.059,1.774
"215",다라27bb70ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.246,"2022","202303",0,1,1.395,151074.52,0.967,2.085,1.225,1.263,0.247,10,1.167,0.776,1.512,1.221
"216",다라26ba71ba,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.205,"2022","202303",0,0,3.609,2324.82,0.683,3.338,2.666,3.476,2.46,,2.185,2.355,3.385,3.1
"217",다라27ba70ab,"46170108",경현동,Gyeonghyeon-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.662,"2022","202303",0,0,1.596,61686.37,1.171,2.415,1.429,1.464,0.663,10,1.346,0.977,1.396,1.422
